timepoint,altitude,latlng,watts,moving,cadence,velocity_smooth,time,heartrate,grade_smooth,distance
1165,-1.6,"[52.096017, 4.329563]",102,True,71,6.3,1298,120,-3.3,7188.0
1166,-2.0,"[52.095991, 4.329484]",105,True,69,6.1,1299,119,-1.7,7193.8
1167,-1.8,"[52.095966, 4.329402]",104,True,67,6.14,1300,120,0.8,7200.0
1168,-1.6,"[52.095939, 4.329318]",101,True,71,6.06,1301,120,3.9,7206.1
1169,-1.4,"[52.095913, 4.329233]",101,True,67,6.12,1302,120,4.6,7213.0
1170,-1.0,"[52.095887, 4.329148]",80,True,70,6.24,1303,121,3.8,7219.2
1171,-0.6,"[52.095859, 4.329062]",108,True,68,6.44,1304,122,3.0,7226.0
1172,-0.6,"[52.095834, 4.328978]",106,True,67,6.48,1305,122,1.5,7232.4
1173,-0.6,"[52.095808, 4.32889]",98,True,68,6.66,1306,122,0.0,7239.4
1174,-0.6,"[52.095785, 4.328807]",104,True,66,6.52,1307,122,0.8,7245.6
1175,-0.6,"[52.095759, 4.328729]",113,True,68,6.48,1308,122,0.8,7251.6
1176,-0.4,"[52.095735, 4.32865]",102,True,67,6.3,1309,123,1.7,7257.5
1177,-0.4,"[52.095712, 4.328571]",115,True,66,6.22,1310,122,1.7,7263.5
1178,-0.2,"[52.095688, 4.328494]",132,True,62,6.04,1311,122,0.9,7269.6
1179,-0.2,"[52.095667, 4.328416]",71,True,59,6.0,1312,122,0.9,7275.6
1180,-0.2,"[52.095646, 4.328341]",71,True,59,5.82,1313,122,-0.9,7280.7
1181,-0.2,"[52.095624, 4.328262]",0,True,0,5.8,1314,121,-2.6,7286.5
1182,-0.4,"[52.095602, 4.328183]",0,True,0,5.8,1315,121,-2.5,7292.5
1183,-0.8,"[52.095584, 4.328106]",0,True,0,5.74,1316,121,-2.6,7298.3
1184,-0.8,"[52.095565, 4.328029]",0,True,0,5.74,1317,121,-2.6,7304.3
1185,-0.8,"[52.095546, 4.327956]",0,True,0,5.82,1318,122,-0.9,7309.8
1186,-1.0,"[52.095526, 4.327886]",0,True,0,5.74,1319,121,0.0,7315.2
1187,-1.0,"[52.095505, 4.327822]",0,True,0,5.52,1320,121,0.0,7320.1
1188,-0.8,"[52.095487, 4.327754]",0,True,0,5.34,1321,121,1.0,7325.0
1189,-0.8,"[52.095471, 4.327687]",0,True,0,5.1,1322,120,2.2,7329.8
1190,-0.8,"[52.095456, 4.327621]",0,True,0,4.94,1323,120,1.1,7334.5
1191,-0.6,"[52.095446, 4.327564]",0,True,0,4.7,1324,120,1.2,7338.7
1192,-0.6,"[52.095438, 4.327512]",0,True,0,4.54,1325,120,1.2,7342.8
1193,-0.6,"[52.095425, 4.327459]",31,True,35,4.4,1326,120,0.0,7347.0
1194,-0.6,"[52.09541, 4.327411]",151,True,38,4.2,1327,119,0.0,7350.8
1195,-0.6,"[52.095393, 4.327361]",175,True,49,3.98,1328,119,-1.3,7354.4
1196,-0.6,"[52.095373, 4.327308]",198,True,49,3.9,1329,120,-2.4,7358.2
1197,-0.8,"[52.095349, 4.327252]",168,True,44,4.02,1330,120,-2.2,7362.9
1198,-1.0,"[52.095316, 4.327206]",148,True,49,4.14,1331,120,-3.2,7367.7
1199,-1.0,"[52.095281, 4.327168]",127,True,38,4.3,1332,121,-2.1,7372.3
1200,-1.2,"[52.095247, 4.327123]",97,True,38,4.54,1333,121,0.0,7377.1
1201,-1.2,"[52.095215, 4.327068]",132,True,53,4.76,1334,122,0.0,7382.0
1202,-1.0,"[52.095186, 4.327002]",173,True,56,4.92,1335,122,0.9,7387.5
1203,-1.0,"[52.095159, 4.326934]",162,True,58,5.12,1336,122,1.8,7393.3
1204,-1.0,"[52.095133, 4.326865]",126,True,59,5.32,1337,122,0.9,7398.9
1205,-0.8,"[52.095108, 4.326796]",112,True,59,5.4,1338,122,0.9,7404.1
1206,-0.8,"[52.095082, 4.326723]",121,True,59,5.56,1339,122,0.9,7409.8
1207,-0.8,"[52.095055, 4.326652]",114,True,61,5.62,1340,121,0.0,7415.6
1208,-0.8,"[52.095028, 4.326582]",103,True,61,5.64,1341,121,0.0,7421.5
1209,-0.8,"[52.095002, 4.326512]",88,True,59,5.62,1342,120,0.0,7427.0
1210,-0.8,"[52.094972, 4.326438]",106,True,63,5.76,1343,118,0.0,7432.9
1211,-0.8,"[52.094939, 4.326372]",113,True,62,5.86,1344,117,0.8,7439.1
1212,-0.8,"[52.094906, 4.326309]",100,True,63,5.8,1345,115,0.8,7444.6
1213,-0.6,"[52.094874, 4.326238]",99,True,65,5.82,1346,115,1.7,7450.6
1214,-0.6,"[52.094845, 4.326166]",95,True,64,5.9,1347,114,2.5,7456.5
1215,-0.4,"[52.094814, 4.32609]",92,True,65,5.9,1348,114,1.6,7462.4
1216,-0.2,"[52.094785, 4.326008]",92,True,65,5.9,1349,113,0.8,7468.6
1217,-0.2,"[52.094755, 4.325926]",88,True,66,6.1,1350,113,-0.8,7475.1
1218,-0.4,"[52.094728, 4.325845]",73,True,65,6.2,1351,113,-2.4,7481.6
1219,-0.6,"[52.094701, 4.325768]",68,True,66,6.3,1352,113,-3.1,7488.0
1220,-0.8,"[52.094671, 4.325692]",70,True,64,6.34,1353,114,-2.4,7494.1
1221,-1.0,"[52.094642, 4.325616]",71,True,65,6.4,1354,114,-0.8,7500.6
1222,-1.0,"[52.094613, 4.325543]",82,True,66,6.3,1355,114,0.8,7506.6
1223,-0.8,"[52.094586, 4.32547]",88,True,66,6.18,1356,114,1.7,7512.5
1224,-0.6,"[52.094559, 4.325397]",72,True,64,6.08,1357,114,1.7,7518.4
1225,-0.6,"[52.094531, 4.325325]",63,True,63,6.06,1358,115,1.7,7524.4
1226,-0.6,"[52.094505, 4.325253]",69,True,66,5.9,1359,115,0.9,7530.1
1227,-0.4,"[52.09448, 4.325181]",81,True,65,5.8,1360,115,0.9,7535.6
1228,-0.4,"[52.094453, 4.325108]",78,True,62,5.76,1361,115,1.7,7541.3
1229,-0.4,"[52.094425, 4.325035]",63,True,63,5.74,1362,114,0.8,7547.1
1230,-0.2,"[52.094396, 4.324961]",53,True,64,5.84,1363,115,0.0,7553.6
1231,-0.2,"[52.094368, 4.324889]",54,True,63,5.82,1364,115,-0.9,7559.2
1232,-0.4,"[52.094342, 4.324816]",64,True,63,5.88,1365,115,-1.8,7565.0
1233,-0.6,"[52.094313, 4.324746]",61,True,64,5.82,1366,115,-1.8,7570.4
1234,-0.6,"[52.094287, 4.324673]",49,True,63,5.74,1367,115,-0.9,7575.8
1235,-0.6,"[52.094262, 4.324602]",27,True,0,5.56,1368,115,0.0,7581.4
1236,-0.6,"[52.094237, 4.32453]",0,True,0,5.54,1369,116,0.0,7586.9
1237,-0.6,"[52.094212, 4.324457]",0,True,0,5.58,1370,115,0.9,7592.9
1238,-0.6,"[52.094185, 4.324386]",0,True,0,5.6,1371,115,0.9,7598.4
1239,-0.4,"[52.094159, 4.32432]",0,True,0,5.62,1372,115,1.9,7603.9
1240,-0.4,"[52.094136, 4.324254]",0,True,0,5.6,1373,115,2.9,7609.4
1241,-0.2,"[52.094118, 4.324189]",0,True,0,5.4,1374,115,2.9,7613.9
1242,0.0,"[52.094101, 4.324118]",0,True,0,5.26,1375,115,1.9,7619.2
1243,0.2,"[52.094079, 4.324046]",54,True,59,5.22,1376,114,0.9,7624.5
1244,0.0,"[52.094053, 4.323973]",156,True,57,5.34,1377,114,0.0,7630.6
1245,0.0,"[52.094026, 4.323907]",136,True,58,5.32,1378,114,-0.9,7636.0
1246,0.0,"[52.094004, 4.323834]",128,True,61,5.56,1379,115,0.0,7641.7
1247,0.0,"[52.094002, 4.323758]",129,True,59,5.36,1380,115,0.9,7646.0
1248,0.0,"[52.09402, 4.323677]",118,True,60,5.4,1381,115,0.0,7651.5
1249,0.2,"[52.094053, 4.323606]",122,True,60,5.36,1382,115,0.0,7657.4
1250,0.0,"[52.094084, 4.323527]",145,True,58,5.58,1383,115,0.0,7663.9
1251,0.0,"[52.0941, 4.323444]",126,True,60,5.68,1384,115,-1.7,7670.1
1252,0.0,"[52.094099, 4.323363]",87,True,65,5.88,1385,115,-0.9,7675.4
1253,-0.2,"[52.094085, 4.323282]",87,True,59,5.8,1386,116,-0.9,7680.5
1254,-0.2,"[52.094061, 4.323206]",82,True,65,5.78,1387,116,0.0,7686.3
1255,-0.2,"[52.094035, 4.32314]",76,True,62,5.48,1388,116,0.9,7691.3
1256,0.0,"[52.094007, 4.323068]",64,True,64,5.34,1389,115,0.9,7696.8
1257,0.0,"[52.093976, 4.323002]",58,True,64,5.36,1390,116,0.0,7702.2
1258,0.0,"[52.09395, 4.322936]",29,True,0,5.4,1391,115,-1.8,7707.5
1259,-0.2,"[52.093922, 4.322867]",0,True,0,5.28,1392,115,-2.7,7712.7
1260,-0.4,"[52.093897, 4.322793]",0,True,0,5.46,1393,115,-2.7,7718.6
1261,-0.6,"[52.09387, 4.322729]",0,True,0,5.52,1394,115,-2.8,7724.4
1262,-0.6,"[52.093846, 4.322672]",0,True,0,5.48,1395,115,-1.0,7729.6
1263,-0.8,"[52.093833, 4.32261]",0,True,0,5.36,1396,115,0.0,7734.3
1264,-0.6,"[52.09383, 4.322548]",0,True,0,5.14,1397,115,1.1,7738.4
1265,-0.6,"[52.093851, 4.322487]",0,True,0,4.9,1398,115,2.3,7743.1
1266,-0.4,"[52.093878, 4.322441]",0,True,0,4.58,1399,114,2.2,7747.3
1267,-0.4,"[52.093913, 4.322405]",0,True,0,4.48,1400,114,2.1,7752.0
1268,-0.2,"[52.09395, 4.322375]",0,True,0,4.52,1401,114,2.1,7756.9
1269,-0.2,"[52.093986, 4.322341]",0,True,0,4.7,1402,114,2.0,7761.9
1270,0.0,"[52.094021, 4.322303]",30,True,53,4.7,1403,114,1.1,7766.6
1271,0.0,"[52.094058, 4.322264]",90,True,53,4.86,1404,114,1.1,7771.6
1272,0.0,"[52.094094, 4.32223]",22,True,0,4.78,1405,113,0.0,7775.9
1273,0.0,"[52.094134, 4.322207]",0,True,0,4.76,1406,114,0.0,7780.7
1274,0.0,"[52.094173, 4.322195]",0,True,0,4.64,1407,114,-1.1,7785.1
1275,0.0,"[52.094211, 4.322182]",0,True,0,4.68,1408,114,-1.2,7790.0
1276,-0.2,"[52.094243, 4.322154]",0,True,0,4.52,1409,113,-1.2,7794.2
1277,-0.2,"[52.094272, 4.322125]",0,True,0,4.4,1410,113,-1.3,7797.9
1278,-0.2,"[52.094299, 4.322093]",0,True,0,4.16,1411,112,0.0,7801.5
1279,-0.2,"[52.094323, 4.322058]",0,True,0,4.0,1412,112,1.4,7805.1
1280,-0.2,"[52.094348, 4.322025]",0,True,0,3.78,1413,111,1.5,7808.9
1281,0.0,"[52.094372, 4.321998]",0,True,0,3.62,1414,110,1.6,7812.3
1282,0.0,"[52.094394, 4.321973]",0,True,0,3.4,1415,110,3.4,7814.9
1283,0.0,"[52.094413, 4.321943]",0,True,0,3.3,1416,110,2.0,7818.0
1284,0.2,"[52.094425, 4.321918]",0,True,0,3.1,1417,109,5.2,7820.6
1285,0.2,"[52.094432, 4.321906]",0,True,0,2.58,1418,109,5.2,7821.8
1286,0.2,"[52.094429, 4.321894]",0,True,0,2.0,1419,109,7.8,7822.3
1287,0.4,"[52.094431, 4.321893]",0,True,0,1.54,1420,109,7.8,7822.6
1288,0.4,"[52.094427, 4.32189]",0,False,0,0.92,1421,108,9.8,7822.6
1289,0.4,"[52.094417, 4.321883]",0,False,0,0.4,1422,108,9.8,7822.6
1290,0.6,"[52.094405, 4.321866]",0,False,0,0.16,1423,108,9.8,7822.6
1291,0.6,"[52.0944, 4.321859]",0,False,0,0.06,1424,108,7.3,7822.6
1292,0.6,"[52.094399, 4.321859]",0,False,0,0.0,1425,108,4.7,7822.6
1293,0.6,"[52.094401, 4.321855]",0,False,0,0.0,1426,108,0.0,7822.6
1294,0.6,"[52.094403, 4.321854]",0,True,0,0.1,1427,109,0.0,7823.1
1295,0.8,"[52.094398, 4.321846]",0,False,0,0.1,1428,108,2.4,7823.1
1296,0.8,"[52.094394, 4.321829]",0,False,0,0.1,1429,108,2.4,7823.1
1297,0.8,"[52.094392, 4.321811]",0,False,0,0.1,1430,109,2.4,7823.1
1298,0.8,"[52.094389, 4.321802]",0,False,0,0.1,1431,108,2.4,7823.1
1299,0.8,"[52.094389, 4.321794]",0,False,0,0.0,1432,108,3.7,7823.1
1300,0.8,"[52.094389, 4.32179]",0,False,0,0.0,1433,107,0.0,7823.1
1301,0.6,"[52.094387, 4.321771]",0,False,0,0.0,1434,107,0.0,7823.1
1302,0.4,"[52.094389, 4.321772]",0,False,0,0.06,1435,107,0.0,7823.4
1303,0.4,"[52.094389, 4.321771]",0,False,0,0.06,1436,107,-25.0,7823.4
1304,0.2,"[52.094389, 4.321771]",0,False,0,0.06,1437,107,-25.0,7823.4
1305,0.0,"[52.094389, 4.321771]",0,False,0,0.06,1438,107,-25.0,7823.4
1306,0.0,"[52.094389, 4.321771]",0,False,0,0.06,1439,107,-25.0,7823.4
1307,0.0,"[52.094389, 4.321771]",0,False,0,0.0,1440,107,0.0,7823.4
1308,0.0,"[52.094389, 4.321771]",0,False,0,0.0,1441,106,0.0,7823.4
1309,0.2,"[52.094389, 4.321771]",0,False,0,0.0,1442,106,0.0,7823.4
1310,0.2,"[52.094389, 4.321771]",0,False,0,0.0,1443,106,0.0,7823.4
1311,0.2,"[52.094389, 4.321771]",0,False,0,0.0,1444,106,0.0,7823.4
1312,0.2,"[52.094389, 4.321771]",0,False,0,0.0,1445,106,0.0,7823.4
1313,0.2,"[52.094389, 4.321771]",0,False,0,0.0,1446,106,0.0,7823.4
1314,0.2,"[52.094388, 4.321768]",0,False,0,0.0,1447,106,0.0,7823.4
